player,transfer,season,matches_played,minutes,matches_played_starter,matches_played_sub,matches_no_play,raw_goals,raw_assists,raw_goals_and_assists,raw_nonpenaltykick_goal,total_pass_attempts,Total_Cmp.,Total_Passes_Leading_to_Shot,Cmp_Passes_18_yard_box,Progressive_Passes,tot_carry_distance,Total_Pass_Distance_Towards_Opp_Goal,prog_pass_ratio,prog_carry_dist_ratio,progression_by_carry,aerial_win_loss_ratio,Shot_Creating_Actions,def_action_to_shot,takeon_to_goal,prog_carry_distance,prog_carries,Progressive_Passes_Received,TakeOn_Attempts,TakeOn_Success_Percentage,Tackles_Total,Tackles_Won,tackle_success_rate,Interceptions,Clearances,Aerial_Win_Percentage,aerial_attempts,Forward,Midfielder,Defender
Flynn Downes,0,2018-2019,29,1848,21,8,10,1,1,2,1,892,75.7,16,9,68,2301,2712,39.88235294117647,0.4172099087353325,1.92,19.558823529411764,38,3,0,960,13,34,28,67.9,62,36,0.5806451612903226,24,20,35.8,53,0,1,0
Joe Mattock,0,2018-2019,44,3889,44,0,0,1,0,1,1,1809,63.3,32,39,193,4175,11914,61.73056994818653,0.4519760479041916,2.4474708171206228,137.58139534883722,78,4,0,1887,51,77,29,55.2,79,43,0.5443037974683544,85,164,61.3,222,0,0,1
James Meredith,0,2018-2019,36,2603,33,3,3,0,1,1,0,1085,61.7,13,14,109,2287,6055,55.55045871559633,0.559685177087888,3.1143552311435525,45.189189189189186,34,1,0,1280,27,48,10,40,47,24,0.5106382978723404,33,99,54.3,81,0,0,1
Ben Wiles,0,2018-2019,20,942,9,11,17,0,1,1,0,319,74.9,9,7,40,1527,1003,25.075,0.4171578258022266,2.84375,13.619047619047619,29,0,0,637,19,20,18,66.7,23,8,0.34782608695652173,12,25,38.2,34,0,1,0
Tyler Roberts,0,2018-2019,28,1863,20,8,9,3,5,8,3,711,73.3,26,21,85,3097,1707,20.08235294117647,0.4585082337746206,2.7788649706457926,26.509803921568626,72,0,0,1420,53,178,40,57.5,16,8,0.5,6,9,33.8,77,1,1,0
Daniel Johnson,0,2018-2019,35,2473,26,9,4,6,5,11,4,1177,74.3,35,18,123,3540,4488,36.48780487804878,0.3954802259887006,1.8469656992084433,17.435897435897434,78,1,0,1400,40,58,17,58.8,37,24,0.6486486486486487,26,40,30.4,56,0,1,0
Josh Sims,0,2018-2019,17,604,5,12,2,0,2,2,0,220,67.7,9,7,17,1325,411,24.176470588235293,0.4188679245283019,2.8756476683937824,11.458333333333334,21,0,0,555,18,61,13,46.2,13,9,0.6923076923076923,5,6,31.4,35,1,1,0
Nathan Dyer,0,2018-2019,22,1349,18,4,7,2,1,3,2,674,83.1,19,13,48,3062,1373,28.604166666666668,0.45819725669497063,2.49644128113879,2.2,53,0,0,1403,48,147,36,55.6,14,6,0.42857142857142855,8,3,16.7,12,1,0,0
André Green,0,2018-2019,18,828,8,10,3,1,1,2,1,263,65.4,9,6,10,1864,591,59.1,0.505901287553648,4.012765957446809,14.7,24,0,0,943,41,78,38,52.6,11,5,0.45454545454545453,6,4,41.2,34,1,1,0
Craig Forsyth,0,2018-2019,13,962,10,3,3,0,4,4,0,754,70.3,14,16,76,1582,3870,50.921052631578945,0.57332490518331225,2.756838905775076,34.94444444444444,26,0,0,907,22,44,9,77.8,17,9,0.5294117647058824,14,43,48.6,70,0,0,1
Yannick Bolasie,0,2018-2019,21,958,9,12,0,2,4,6,2,339,59,20,20,28,2524,1101,39.32142857142857,0.518621236133122,4.236245954692556,25.142857142857142,39,0,1,1309,66,119,54,40.7,14,9,0.6428571428571429,7,6,53.3,45,1,1,0
Peter Crouch,0,2018-2019,23,471,2,21,6,1,1,2,1,161,49.7,3,2,12,269,199,16.583333333333332,0.1524163568773234,0.47674418604651164,80.58,11,0,0,41,1,34,5,20,2,1,0.5,0,8,61.2,129,1,0,0
Tom Clarke,0,2018-2019,21,1852,21,0,6,1,1,2,1,942,64.8,6,6,76,1780,6116,80.47368421052632,0.5269662921348315,2.2018779342723005,108.40789473684211,24,1,0,938,11,32,6,66.7,29,20,0.6896551724137931,21,81,58.5,183,0,0,1
Pelé,0,2018-2019,9,536,6,3,4,0,0,0,0,243,77.4,2,1,26,912,1125,43.26923076923077,0.4901315789473684,2.9407894736842106,10.909090909090908,7,1,0,447,6,9,12,66.7,9,8,0.8888888888888888,3,6,47.6,21,0,1,0
Gary O'Neil,0,2018-2019,29,2048,24,5,4,3,1,4,3,1087,69.7,36,21,111,2455,4493,40.47747747747748,0.36985743380855396,1.6479128856624319,26.509803921568626,65,1,0,908,20,65,29,48.3,61,40,0.6557377049180327,9,31,33.8,77,1,1,0
Alexander Tettey,0,2018-2019,30,2378,26,4,2,1,0,1,1,1556,84.9,11,2,123,4731,6010,48.86178861788618,0.4963009934474741,2.466386554621849,62.297872340425535,35,0,0,2348,32,15,18,55.6,28,17,0.6071428571428571,46,61,56.5,108,0,1,0
Modou Barrow,0,2018-2019,35,2240,25,10,3,4,6,10,4,636,66.2,41,31,58,4334,1616,27.862068965517242,0.584910013844024,4.232053422370618,10.204081632653061,78,1,3,2535,94,190,67,50.7,35,18,0.5142857142857142,6,17,16.9,59,1,1,0
Moses Odubajo,0,2018-2019,30,2177,22,8,7,0,1,1,0,1181,79.2,26,22,79,5133,4436,56.151898734177216,0.5850379894798363,3.859897172236504,25.40983606557377,55,0,0,3003,73,151,54,44.4,44,20,0.45454545454545453,18,56,29.1,86,0,1,1
Eric Lichaj,0,2018-2019,39,3166,35,4,3,0,1,1,0,1845,70.6,20,22,144,3476,10275,71.35416666666667,0.55897583429229,2.7836676217765044,79.32203389830508,54,1,0,1943,39,73,28,60.7,83,53,0.6385542168674698,25,143,56.9,137,0,0,1
Max Aarons,0,2018-2019,41,3664,41,0,1,2,6,8,2,2289,79.8,31,34,151,8049,10346,68.51655629139073,0.512858740216176,2.9506790564689065,24.585365853658537,77,0,0,4128,87,226,92,60.9,64,42,0.65625,46,85,36.9,65,0,0,1
Will Vaulks,0,2018-2019,41,3608,41,0,0,7,7,14,6,2066,59.4,62,42,166,3767,11508,69.32530120481928,0.37642686487921423,1.5214592274678111,160.9875,142,2,0,1418,11,50,21,71.4,90,51,0.5666666666666667,68,102,66.5,239,0,1,0
Romaine Sawyers,0,2018-2019,42,3638,41,1,0,0,6,6,0,2740,85.8,69,45,362,11050,12807,35.37845303867403,0.4685972850678733,2.748407643312102,19.678571428571427,138,0,0,5178,80,138,56,60.7,54,38,0.7037037037037037,28,32,40.4,47,0,1,0
Kamohelo Mokotjo,0,2018-2019,34,2202,24,10,3,3,2,5,3,1437,86.8,25,9,167,3991,5561,33.29940119760479,0.4424956151340516,2.0182857142857142,7.368421052631579,63,0,0,1766,20,38,27,70.4,42,26,0.6190476190476191,50,26,26.9,26,0,1,0
Richie Towell,0,2018-2019,34,2470,28,6,3,4,2,6,4,802,74.6,27,27,93,2667,3111,33.45161290322581,0.3854518185226847,2.1872340425531913,18.41860465116279,71,1,0,1028,25,64,20,55,61,37,0.6065573770491803,27,37,29.5,61,0,1,0
Matt Phillips,0,2018-2019,30,2092,23,7,0,5,6,11,5,1000,66.7,55,24,64,5271,4025,62.890625,0.5494213621703662,4.6336,28.651162790697676,104,1,0,2896,94,125,80,58.8,24,12,0.5,11,42,39.4,71,0,1,1
Bruno Martins Indi,0,2018-2019,37,3083,36,1,4,1,0,1,1,1796,78.1,11,8,107,4869,9067,84.73831775700934,0.5403573629081947,2.566829268292683,79.96341463414635,32,1,0,2631,20,44,8,75,44,28,0.6363636363636364,37,127,49.1,161,0,0,1
John O'Shea,0,2018-2019,9,628,7,2,15,0,0,0,0,343,82.5,1,0,6,845,2283,380.5,0.5739644970414202,2.5392670157068062,34.875,2,0,0,485,1,0,1,100,9,6,0.6666666666666666,14,38,79.5,39,0,0,1
Liam Ridgewell,0,2018-2019,7,403,4,3,9,0,0,0,0,229,72.5,1,0,11,679,1535,139.54545454545453,0.6494845360824743,3.7058823529411766,20.4,4,0,0,441,2,0,1,100,6,4,0.6666666666666666,8,29,77.3,22,0,0,1
Muhamed Bešić,0,2018-2019,37,2254,30,7,3,2,5,7,2,1251,84.3,46,28,175,7592,5554,31.737142857142857,0.45218651211801897,3.528263103802672,6.428571428571429,104,3,0,3433,76,65,85,62.4,51,29,0.5686274509803921,22,17,30,20,0,1,0
Danny Graham,0,2018-2019,43,3014,37,6,3,15,4,19,12,783,54.2,32,17,49,1684,1221,24.918367346938776,0.2915676959619953,1.0380549682875264,182.90547263681592,63,0,0,491,15,175,12,66.7,9,4,0.4444444444444444,4,37,47.5,383,1,0,0
Jayden Stockley,0,2018-2019,17,711,8,9,3,4,0,4,4,229,60.3,10,2,16,456,387,24.1875,0.2807017543859649,0.7901234567901234,78.04054054054055,14,0,0,128,2,46,7,71.4,2,2,1,1,15,51,151,1,0,0
Gareth Barry,0,2018-2019,24,1391,15,9,7,1,1,2,1,913,79.3,20,13,114,2965,4563,40.026315789473685,0.527150084317032,3.107355864811133,34.13333333333333,44,1,0,1563,17,16,10,60,37,22,0.5945945945945946,24,23,68.1,47,0,1,0
Tom Lawrence,0,2018-2019,33,2593,28,5,0,6,2,8,6,918,72.1,39,25,83,5407,2235,26.927710843373493,0.470686147586462,3.2754182754182755,16.372093023255815,100,0,2,2545,96,196,77,46.8,36,16,0.4444444444444444,15,29,27.1,59,1,0,0
Fikayo Tomori,0,2018-2019,44,3791,43,1,1,1,1,2,1,2562,82.7,8,8,133,8753,14765,111.01503759398496,0.6004798354849766,3.139784946236559,124.28125,39,1,0,5256,39,8,21,81,96,56,0.5833333333333334,68,184,56.2,219,0,0,1
Seán Maguire,0,2018-2019,26,1815,21,5,0,3,3,6,3,585,69.9,29,18,55,3670,1484,26.98181818181818,0.3749318801089918,2.2373983739837398,40.310077519379846,68,0,0,1376,61,166,35,54.3,22,16,0.7272727272727273,6,6,23.7,169,1,1,0
Mame Biram Diouf,0,2018-2019,14,621,6,8,10,0,1,1,0,154,68.8,6,2,10,468,261,26.1,0.31837606837606836,1.3545454545454545,24.5,13,0,0,149,8,57,6,33.3,9,5,0.5555555555555556,5,14,33.3,72,1,1,0
Sam Hutchinson,0,2018-2019,24,1777,22,2,3,0,0,0,0,864,82.9,7,5,65,1865,3519,54.13846153846154,0.38284182305630027,1.5321888412017168,40.375,30,2,0,714,8,12,8,62.5,60,33,0.55,52,46,70.4,54,0,1,0
Harrison Reed,0,2018-2019,33,2404,28,5,3,3,5,8,3,1264,72.1,39,11,86,3038,4341,50.47674418604651,0.36339697169190255,1.6551724137931034,26.464285714285715,73,1,0,1104,25,100,31,61.3,66,44,0.6666666666666666,40,34,31.7,82,1,1,0
Eros Pisano,0,2018-2019,15,1108,11,4,9,2,0,2,2,457,61.7,5,12,26,893,2318,89.15384615384616,0.4400895856662934,1.965,49.6,13,0,0,393,7,42,8,50,19,14,0.7368421052631579,12,46,61.5,78,0,0,1
Matt Grimes,0,2018-2019,45,3734,40,5,1,1,4,5,0,3456,84.5,47,12,303,10233,17936,59.194719471947195,0.5953288380729014,2.9892051030421984,57.98275862068966,111,2,0,6092,66,45,41,85.4,114,68,0.5964912280701754,41,75,49.6,115,0,1,1
Fraizer Campbell,0,2018-2019,39,2575,31,8,2,12,6,18,12,525,65,28,19,65,1960,1299,19.984615384615385,0.3653061224489796,1.8406169665809768,52.63414634146341,55,1,1,716,26,141,39,46.2,29,20,0.6896551724137931,8,25,38.8,134,1,0,0
Kamil Grosicki,0,2018-2019,39,2990,35,4,1,9,12,21,9,1135,58.4,73,44,71,8120,3089,43.50704225352113,0.5235221674876848,4.702433628318584,6.352941176470588,123,1,1,4251,171,314,97,37.1,19,13,0.6842105263157895,16,9,26.1,23,1,1,0
Yohan Benalouane,0,2018-2019,14,1215,14,0,1,1,0,1,1,436,64,2,1,23,1347,2741,119.17391304347827,0.5879732739420935,3.4285714285714284,63.77142857142857,5,0,0,792,4,3,2,100,13,10,0.7692307692307693,33,82,63.9,97,0,0,1
Tyrone Mings,0,2018-2019,15,1293,15,0,0,2,0,2,2,750,78,4,1,48,3464,5590,116.45833333333333,0.6198036951501155,4.3905930470347645,43.27777777777778,12,0,0,2147,8,3,11,81.8,15,9,0.6,18,69,69.5,59,0,0,1
Ryan Manning,0,2018-2019,27,1809,20,7,17,4,1,5,0,821,62.5,22,14,89,2663,4825,54.21348314606742,0.47615471273000376,3.0334928229665072,26.78787878787879,62,2,0,1268,30,29,26,65.4,47,28,0.5957446808510638,35,44,44.1,59,0,1,0
Danny Fox,0,2018-2019,28,2313,28,0,0,0,0,0,0,1066,67.4,11,11,83,3275,7360,88.67469879518072,0.5990839694656489,3.211129296235679,105.42465753424658,23,0,0,1962,16,0,1,100,23,17,0.7391304347826086,24,155,58.8,177,0,0,1
Marlon Pack,0,2018-2019,46,4095,46,0,0,2,3,5,2,2698,78.3,40,40,316,8038,14097,44.610759493670884,0.48021895994028363,2.6384142173615857,163.54285714285714,118,2,0,3860,48,50,27,85.2,76,44,0.5789473684210527,53,91,60.7,267,0,1,0
Luca Connell,0,2018-2019,10,672,8,2,4,0,0,0,0,342,71.9,3,3,31,840,1408,45.41935483870968,0.45595238095238094,1.832535885167464,4.444444444444445,11,0,0,383,3,7,19,63.2,19,10,0.5263157894736842,10,14,30.8,13,0,1,0
Paweł Olkowski,0,2018-2019,37,3098,34,3,3,2,3,5,2,1503,67.7,24,25,114,5234,8947,78.48245614035088,0.5112724493695071,3.4263764404609476,68.28846153846153,60,1,1,2676,85,85,69,55.1,90,63,0.7,37,114,56.3,119,0,0,1
Rico Henry,0,2018-2019,14,1073,13,1,2,1,2,3,1,557,76.8,11,6,55,2385,2061,37.472727272727276,0.579454926624738,3.838888888888889,25.6,25,0,1,1382,39,75,21,52.4,23,15,0.6521739130434783,21,33,61.5,39,0,1,1
Paddy McNair,0,2018-2019,16,740,7,9,25,0,1,1,0,329,68.7,7,7,33,1423,1566,47.45454545454545,0.5769501054111033,4.064356435643564,20.666666666666668,17,0,0,821,19,31,14,35.7,19,10,0.5263157894736842,7,29,40,50,0,0,1
Jamie Paterson,0,2018-2019,41,2645,31,10,3,5,4,9,5,1036,69.4,41,40,119,5527,4192,35.226890756302524,0.3949701465532839,2.879947229551451,12.31578947368421,101,0,2,2183,62,173,91,46.2,41,24,0.5853658536585366,35,29,24,50,1,1,0
Lee Evans,0,2018-2019,36,3001,33,3,7,1,5,6,1,1791,76.6,51,30,177,4790,7259,41.01129943502825,0.3941544885177453,1.9894625922023181,46.867924528301884,98,2,0,1888,32,62,24,54.2,42,25,0.5952380952380952,23,29,46.5,99,0,1,0
Tom Lees,0,2018-2019,42,3780,42,0,1,2,2,4,2,1746,73.5,13,3,78,3988,10390,133.2051282051282,0.5860080240722166,2.483528161530287,233.17924528301887,26,0,0,2337,6,6,6,83.3,47,29,0.6170212765957447,63,240,68.5,337,0,0,1
Nico Yennaris,0,2018-2019,17,902,9,8,4,0,0,0,0,437,78,13,8,54,1004,1419,26.27777777777778,0.44322709163346613,1.8776371308016877,5.25,28,1,0,445,6,28,12,41.7,21,11,0.5238095238095238,8,12,20,25,0,1,0
Jamie Shackleton,0,2018-2019,19,451,3,16,22,0,2,2,0,233,85,5,6,21,812,752,35.80952380952381,0.5812807881773399,4.034188034188034,4.235294117647059,11,0,0,472,18,20,5,20,11,7,0.6363636363636364,3,7,19,21,0,1,1
Joe Rodon,0,2018-2019,27,2055,23,4,9,0,0,0,0,1394,86.4,3,1,66,3994,8079,122.4090909090909,0.6239359038557837,3.0727496917385944,101.0204081632653,16,0,0,2492,12,5,11,90.9,21,11,0.5238095238095238,33,146,66.9,148,0,0,1
Declan John,0,2018-2019,10,575,7,3,12,0,0,0,0,346,82.7,4,0,20,1546,1184,59.2,0.6196636481241915,4.147186147186147,0,11,0,0,958,27,44,20,40,13,6,0.46153846153846156,4,20,0,8,0,1,1
Martyn Waghorn,0,2018-2019,36,2168,29,7,7,9,3,12,6,572,70.6,20,13,46,2014,1285,27.934782608695652,0.28053624627606755,1.2417582417582418,58.527272727272724,62,3,0,565,19,142,30,23.3,31,23,0.7419354838709677,7,30,34.5,168,1,0,0
Andre Dozzell,0,2018-2019,19,965,10,9,14,1,0,1,1,491,72.1,8,7,50,1392,1993,39.86,0.4410919540229885,1.8719512195121952,5.2,17,0,0,614,7,29,9,44.4,8,5,0.625,6,8,16.7,30,1,1,0
John McGinn,0,2018-2019,40,3459,39,1,0,6,9,15,6,1429,74,68,45,189,6350,5996,31.724867724867725,0.4908661417322835,3.2502606882168927,38.6551724137931,166,5,2,3117,92,145,86,81.4,83,53,0.6385542168674698,39,24,39.6,96,0,1,0
Michael Hefele,0,2018-2019,15,1121,13,2,5,0,0,0,0,595,78.5,2,3,37,2874,3892,105.1891891891892,0.6224773834377174,4.300480769230769,30.318181818181817,12,0,0,1789,13,1,3,66.7,11,7,0.6363636363636364,15,55,56.9,51,0,0,1
Leon Clarke,0,2018-2019,39,1782,18,21,0,6,5,11,6,379,61.7,15,14,28,869,661,23.607142857142858,0.3866513233601841,1.6076555023923444,106.90598290598291,35,0,0,336,11,110,6,66.7,11,6,0.5454545454545454,3,26,47.5,223,1,0,0
Liam Palmer,0,2018-2019,35,3092,34,1,6,0,0,0,0,1537,66,24,25,101,4074,9140,90.4950495049505,0.5066273932253313,2.701570680628272,33.18518518518518,54,2,0,2064,60,86,27,48.1,71,48,0.676056338028169,38,95,54.2,59,0,0,1
Àngel Rangel,0,2018-2019,20,1731,20,0,0,2,2,4,2,930,73.2,13,11,62,1753,5218,84.16129032258064,0.4671990872789504,2.4594594594594597,29.90625,30,0,0,819,14,24,9,66.7,44,25,0.5681818181818182,35,73,47.5,61,0,0,1
Patrick Bamford,0,2018-2019,22,1363,15,7,2,9,2,11,8,316,75.9,26,11,25,1403,598,23.92,0.3143264433357092,1.5154639175257731,24.52173913043478,45,0,1,441,14,135,21,42.9,12,9,0.75,3,18,34.3,70,1,0,0
Moritz Leitner,0,2018-2019,29,1710,19,10,5,2,1,3,2,1618,81.3,41,23,143,5694,5288,36.97902097902098,0.48419388830347737,2.5911654135338344,7.291666666666667,73,1,0,2757,57,69,20,50,42,30,0.7142857142857143,15,21,22.6,31,1,1,0
Barry Bannan,0,2018-2019,41,3595,40,1,0,5,11,16,5,2695,77.6,85,72,282,7988,13481,47.804964539007095,0.4516775162744116,2.1488981536628944,18.514285714285712,165,1,0,3608,55,51,47,78.7,60,36,0.6,38,50,34,53,0,1,0
Aden Flint,0,2018-2019,39,3453,39,0,1,1,1,2,1,1185,70.5,8,5,61,2037,7746,126.98360655737704,0.42955326460481097,1.7123287671232876,188.44736842105263,23,0,0,875,2,25,6,33.3,36,24,0.6666666666666666,26,230,71,262,0,0,1
Jack Colback,0,2018-2019,38,3384,38,0,1,3,1,4,3,1596,86.3,17,7,128,5652,5571,43.5234375,0.40552016985138006,2.199616122840691,37.973684210526315,50,2,1,2292,33,39,12,66.7,120,74,0.6166666666666667,55,50,49.3,75,0,1,0
Mason Mount,0,2018-2019,35,3044,35,0,0,8,4,12,8,1484,71.6,67,44,158,5086,4857,30.740506329113924,0.4292174596932757,2.2621761658031088,17.404761904761905,136,3,0,2183,68,185,41,51.2,48,26,0.5416666666666666,18,28,28.8,59,0,1,0
Massimo Luongo,0,2018-2019,41,3616,41,0,0,3,4,7,3,1735,70,41,29,261,6675,7446,28.528735632183906,0.5246441947565543,3.4673267326732673,103.5223880597015,112,4,1,3502,93,58,47,74.5,126,69,0.5476190476190477,58,81,60.4,169,0,1,0
Daniel Batty,0,2018-2019,27,1819,22,5,7,0,1,1,0,856,72.9,9,15,75,2358,3674,48.986666666666665,0.37404580152671757,1.651685393258427,14.5,29,1,0,882,14,16,16,75,54,28,0.5185185185185185,30,42,33.3,42,0,1,0
Sam Clucas,0,2018-2019,26,2002,23,3,1,3,4,7,3,974,74.7,25,25,87,3234,3332,38.298850574712645,0.4418676561533704,2.612431444241316,48.96,54,1,0,1429,34,94,13,38.5,50,24,0.48,20,42,49,98,0,1,1
Yanic Wildschut,0,2018-2019,16,565,4,12,3,2,0,2,2,152,59.9,2,2,4,1470,261,65.25,0.5224489795918368,4.711656441717792,13.2,10,1,0,768,31,42,39,33.3,8,4,0.5,6,8,54.5,22,1,1,0
Richard Stearman,0,2018-2019,16,449,3,13,30,1,0,1,1,135,79.3,0,0,6,253,818,136.33333333333334,0.3952569169960474,1.694915254237288,21.666666666666668,2,0,0,100,0,1,1,100,0,0,NA,6,33,62.5,32,0,0,1
Gwion Edwards,0,2018-2019,33,2310,24,9,3,6,2,8,6,719,52.4,21,18,59,5178,1797,30.45762711864407,0.4003476245654693,3.1266968325791855,36.35643564356435,46,0,0,2073,78,143,88,50,83,57,0.6867469879518072,30,24,26.3,137,1,1,0
Marc Pugh,0,2018-2019,14,817,10,4,1,3,1,4,3,340,75.3,9,5,31,1589,891,28.741935483870968,0.44052863436123346,2.6515151515151514,10.4,23,1,0,700,31,68,25,72,9,7,0.7777777777777778,6,5,28.6,35,1,1,0
Christian Doidge,0,2018-2019,17,862,8,9,2,1,0,1,1,191,49.7,8,2,13,530,320,24.615384615384617,0.3113207547169811,1.3983050847457628,78.80412371134021,21,0,0,165,9,40,6,50,3,2,0.6666666666666666,1,9,44.6,175,1,0,0
Tom Barkhuizen,0,2018-2019,34,2350,26,8,0,6,1,7,6,731,63.3,34,24,57,3939,2206,38.70175438596491,0.5473470423965473,3.5933333333333333,46.51685393258427,70,1,0,2156,73,171,71,38,32,15,0.46875,16,49,34.1,135,1,1,0
Sam Baldock,0,2018-2019,21,1364,15,6,4,5,1,6,3,326,72.1,11,9,31,1314,744,24,0.4025875190258752,2.0424710424710426,12.19047619047619,29,1,0,529,18,104,17,52.9,18,9,0.5,3,15,16,75,1,0,0
Leandro Bacuna,0,2018-2019,26,2101,23,3,1,3,3,6,3,1343,78.3,40,16,134,5775,6644,49.582089552238806,0.5089177489177489,3.2190580503833517,27.818181818181817,78,1,0,2939,42,41,34,58.8,32,23,0.71875,20,35,45,60,0,1,0
Lucas João,0,2018-2019,31,1606,18,13,1,10,2,12,10,465,75.5,24,9,31,2423,745,24.032258064516128,0.35204292199752374,1.8583877995642701,45.548780487804876,57,2,1,853,28,109,42,61.9,18,13,0.7222222222222222,6,33,35.4,127,1,1,0
Martin Cranie,0,2018-2019,15,881,9,6,12,0,1,1,0,462,74.7,3,4,33,810,2434,73.75757575757575,0.5802469135802469,2.292682926829268,33.214285714285715,7,0,0,470,9,13,3,100,16,9,0.5625,12,45,68.9,45,0,0,1
Paul Gallagher,0,2018-2019,40,2458,30,10,1,6,7,13,3,1817,68.6,84,47,208,4079,10998,52.875,0.45967148810983083,1.8693918245264207,23.46938775510204,144,2,0,1875,22,62,14,57.1,61,38,0.6229508196721312,34,35,31.9,72,1,1,0
Adam Forshaw,0,2018-2019,30,1892,19,11,2,0,0,0,0,1397,87.7,28,18,182,5322,6757,37.12637362637363,0.5445321307779031,3.3974208675263773,36.206896551724135,69,1,0,2898,44,44,27,70.4,66,39,0.5909090909090909,20,18,54.7,64,0,1,0
Cédric Kipré,0,2018-2019,38,3265,37,1,7,0,0,0,0,1277,69.9,2,5,69,4388,7917,114.73913043478261,0.4977210574293528,2.9917808219178084,115.65217391304348,11,1,0,2184,16,13,15,66.7,47,34,0.723404255319149,34,195,62.3,183,0,0,1
Jota,0,2018-2019,40,2865,33,7,2,3,10,13,3,1098,64.8,82,46,124,6521,5452,43.96774193548387,0.47738076982057964,4.128647214854111,18.486486486486488,143,3,0,3113,106,124,92,45.7,37,21,0.5675675675675675,17,28,32.7,55,0,1,0
Ben Godfrey,0,2018-2019,31,2390,26,5,14,4,2,6,4,1661,89.3,8,8,89,5741,9110,102.35955056179775,0.6437902804389479,3.4158964879852127,64.18867924528301,28,0,0,3696,31,15,11,63.6,33,28,0.8484848484848485,22,117,54.3,116,0,0,1
Bojan Krkić,0,2018-2019,21,741,8,13,14,1,0,1,1,408,79.9,9,8,60,2589,1639,27.316666666666666,0.3889532638084202,2.9530791788856305,3.375,25,0,0,1007,30,53,30,50,9,6,0.6666666666666666,6,2,27.3,11,1,1,0
Matt Miazga,0,2018-2019,18,1620,18,0,0,0,0,0,0,911,79.7,1,1,27,2714,5820,215.55555555555554,0.6020633750921149,2.8920353982300884,78.94736842105263,7,0,0,1634,4,0,5,60,22,18,0.8181818181818182,13,131,79.8,94,0,0,1
Joe Allen,0,2018-2019,46,4131,46,0,0,6,4,10,6,2206,80.7,56,48,247,7993,7447,30.149797570850204,0.46553234079819844,2.675053918044572,59.7375,119,0,1,3721,72,162,58,43.1,125,79,0.632,65,64,42.4,139,0,1,0
Jordan Roberts,0,2018-2019,12,551,6,6,3,0,1,1,0,128,52.3,5,1,7,610,181,25.857142857142858,0.37868852459016394,1.8629032258064515,26.7027027027027,10,0,0,231,12,59,4,25,6,4,0.6666666666666666,1,6,41.3,63,1,0,0
Jack Rodwell,0,2018-2019,21,1440,16,5,8,1,0,1,1,594,73.1,3,1,32,1522,3119,97.46875,0.45269382391590013,2.259016393442623,40.3,8,0,0,689,3,1,1,100,24,15,0.625,15,49,56.5,69,0,1,1
Shane Ferguson,0,2018-2019,35,2466,26,9,3,2,4,6,1,894,62.6,55,30,68,3143,4011,58.98529411764706,0.4148902322621699,2.263888888888889,6.545454545454545,86,2,0,1304,35,93,20,65,28,20,0.7142857142857143,16,30,35.3,17,0,1,1
Conor Washington,0,2018-2019,19,441,4,15,13,0,1,1,0,74,75.7,6,4,7,459,117,16.714285714285715,0.4880174291938998,2.986666666666667,6.25,18,0,0,224,10,38,10,40,2,1,0.5,3,0,20,30,1,0,0
Sam Morsy,0,2018-2019,40,3564,40,0,0,1,1,2,1,1786,81,28,25,200,5884,7023,35.115,0.5387491502379333,3.016175071360609,42.84,94,5,0,3170,53,30,37,83.8,112,67,0.5982142857142857,38,33,45.7,92,0,1,0
Jordan Hugill,0,2018-2019,37,1878,20,17,5,6,2,8,3,414,57.5,14,5,21,1508,465,22.142857142857142,0.2957559681697613,1.2598870056497176,124.63589743589743,39,0,0,446,21,124,18,27.8,9,7,0.7777777777777778,2,29,38.9,319,1,0,0
Josh Earl,0,2018-2019,14,1046,12,2,21,0,1,1,0,577,69.8,3,8,35,1448,2871,82.02857142857142,0.5041436464088398,2.401315789473684,46.095238095238095,12,0,0,730,16,32,9,44.4,19,12,0.631578947368421,16,44,67.7,65,0,0,1
Joel Lynch,0,2018-2019,35,3067,35,0,5,3,0,3,3,1219,66.4,5,0,68,3466,9156,134.64705882352942,0.5628967109059434,3.193126022913257,169.25675675675674,20,0,0,1951,13,3,9,100,38,26,0.6842105263157895,37,238,69.3,241,0,0,1
Molla Wagué,0,2018-2019,11,832,9,2,4,3,0,3,3,335,79.7,1,1,14,636,1819,129.92857142857142,0.45440251572327045,1.5706521739130435,48.02173913043478,2,1,0,289,1,2,4,75,13,7,0.5384615384615384,11,45,50.5,93,0,0,1
Stefan Johansen,0,2018-2019,12,878,11,1,3,2,3,5,2,452,76.5,19,11,44,1343,1916,43.54545454545455,0.5904690990320178,3.3041666666666667,6.75,37,0,0,793,14,33,5,80,7,6,0.8571428571428571,6,7,42.9,14,0,1,0
Ashley Williams,0,2018-2019,33,2597,27,6,12,1,1,2,1,1416,79.7,7,3,102,5005,8744,85.72549019607843,0.5972027972027972,3.459490740740741,63.19230769230769,18,0,0,2989,18,9,6,100,38,22,0.5789473684210527,66,143,54.4,114,0,0,1
Tiago Ilori,0,2018-2019,19,1710,19,0,5,1,0,1,1,1044,81.4,5,5,66,4276,7595,115.07575757575758,0.632132834424696,3.707818930041152,49.54838709677419,15,0,0,2703,5,2,9,100,21,13,0.6190476190476191,31,105,60.8,79,0,0,1
